Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","434","Libye","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","7.57","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","434","Libye","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","18816.94","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","86","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","11","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","75","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","73","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","26.55","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","100.02","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","100401.76","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","12.01","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","12057.24","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","5.74","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","440","Lituanie","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","5757.27","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","14","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","13","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","13","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","19.84","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","78.27","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","18502.14","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","9.2","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","2175.55","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","4.46","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","442","Luxembourg","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","1055.02","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","37","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","38","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","38","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","18.01","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","69.09","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","52792.36","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","8.23","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","6285.54","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","3.97","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","807","Macédoine du Nord","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","3033.67","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","89","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","90","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","90","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","3.03","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","13.3","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","143747.38","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","1.37","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","14801.85","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","0.87","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","450","Madagascar","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","9380.24","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1678","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","177","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","56","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","1799","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","-2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","1801","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","53.06","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","202.57","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","2509277.64","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","23.86","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","295516.29","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","11.89","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","458","Malaisie","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","147281.42","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","149","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","147","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","147","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","7.21","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","27.23","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","202788.71","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","3.25","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","24235.69","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","1.58","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","454","Malawi","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","11746.9","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","5171","Alimentation pour touristes","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","11","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","21.8","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","83.45","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","15953.63","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","9.89","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","1890.64","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","4.84","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","462","Maldives","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","925.67","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","61","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","6","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","58","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","58","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","2.55","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","9.68","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","79854.5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","1.16","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","9533.88","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","0.56","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","466","Mali","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","4613.97","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","14","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5171","Alimentation pour touristes","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","13","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","24.01","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","96.56","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","18795.38","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","11.31","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","2201.81","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","5.47","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","470","Malte","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","1064.72","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","645","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","10","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","654","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","654","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","17.46","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","64.11","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","876495.56","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","8.06","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","110224.28","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","3.53","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","504","Maroc","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","48255.85","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","56","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","60","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5171","Alimentation pour touristes","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","59","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","45.15","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","172.45","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","81792.58","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","20.53","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","9739.4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","9.95","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","480","Maurice","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","4718.25","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","478","Mauritanie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","478","Mauritanie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","48","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","478","Mauritanie","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","15","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","478","Mauritanie","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","37","I","Valeur imputée",""
