Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit (FBS),Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","55.25","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","208.4","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","718155.71","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","24.93","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","85924.6","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","12.02","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","784","Émirats arabes unis","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","41423.4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","517","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","518","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","518","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","28.78","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","108.6","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","713550.83","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","12.99","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","85378.71","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","6.28","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","218","Équateur","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","41279.83","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1585","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","212","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","229","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","1567","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","40","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","1527","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","32.1","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","119.16","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","2068481.19","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","14.68","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","254851.41","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","6.69","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","724","Espagne","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","116212.16","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","23","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","25","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","14","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","28","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","28","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","21.26","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","94.65","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","45810.03","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","9.08","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","4396.93","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","6.37","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","233","Estonie","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","3081.99","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","3","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","7","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","6.24","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","23.68","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","10384.94","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","2.85","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","1250","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","1.35","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","748","Eswatini","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","593.04","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","22030","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","191","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","97","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","3994","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","18130","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","18111","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","53.54","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","198.23","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","24477179.26","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","24.52","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","3027260.76","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","11.11","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","840","États-Unis d'Amérique","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","1371898.52","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","49","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","1","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","49","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","49","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","0.4","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","1.49","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","67174.89","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","0.18","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","8026.86","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","0.09","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","231","Éthiopie","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","3890.29","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","5308","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","52","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","259","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","5096","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5123","Pertes","S2734","Viande de Volailles","2022","2022","1000 t","8","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","153","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","-17","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","4953","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","34.23","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","129.38","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","6833686.84","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","15.43","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","815204.39","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","7.51","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","643","Fédération de Russie","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","396461.19","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","46","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","5","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","51","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5123","Pertes","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5171","Alimentation pour touristes","S2734","Viande de Volailles","2022","2022","1000 t","2","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","12","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","35","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","37.14","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","141.15","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","47902.18","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","16.71","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","5669.82","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","8.15","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","242","Fidji","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","2764.77","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","147","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","24","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","24","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","8","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","140","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","8","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","131","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","23.67","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","90.52","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","183061.26","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","10.93","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","22098.39","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","5.11","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","246","Finlande","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","10343.07","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","1478","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","667","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","65","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5911","Exportations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","400","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","1681","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5131","Traitement","S2734","Viande de Volailles","2022","2022","1000 t","91","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","1590","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","24.6","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","250","France","664","Disponibilité alimentaire (Kcal/personne/jour)","S2734","Viande de Volailles","2022","2022","kcal/personne/jour","93.48","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","250","France","661","Disponibilité alimentaire (Kcal)","S2734","Viande de Volailles","2022","2022","millions de kcal","2205062.38","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","674","Disponibilité de protéines en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","11.2","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","250","France","671","Disponibilité de protéines en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","264246.29","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","250","France","684","Disponibilité de matière grasse en quantité (g/personne/jour)","S2734","Viande de Volailles","2022","2022","g/personne/jour","5.37","E","Valeur estimée",""
"FBS","Bilans Alimentaires (2010-)","250","France","681","Disponibilité de matière grasse en quantité (t)","S2734","Viande de Volailles","2022","2022","tonnes","126588.39","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5511","Production","S2734","Viande de Volailles","2022","2022","1000 t","4","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5611","Importations - quantité","S2734","Viande de Volailles","2022","2022","1000 t","87","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5072","Variation de stock","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5301","Disponibilité intérieure","S2734","Viande de Volailles","2022","2022","1000 t","92","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5170","Résidus","S2734","Viande de Volailles","2022","2022","1000 t","0","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","5142","Nourriture","S2734","Viande de Volailles","2022","2022","1000 t","92","I","Valeur imputée",""
"FBS","Bilans Alimentaires (2010-)","266","Gabon","645","Disponibilité alimentaire en quantité (kg/personne/an)","S2734","Viande de Volailles","2022","2022","kcal/personne","38.34","E","Valeur estimée",""
